TRAVELER_ID,GENDER,AGE_GRP,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_YMD,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3
d009016,여,20,50,50110,48,48330,47,47130,3,4,2,2,2,4,2,7,부산광역시,제주,2022-10-29~2022-10-31,3,1.0,2.0
d012347,여,40,50,50130,42,42150,46,46130,1,4,1,7,7,1,7,1,제주특별자치도,제주,2022-11-13~2022-11-13,3,7.0,8.0
d009267,여,30,50,50110,50,50130,42,42150,2,2,2,5,6,5,3,5,제주특별자치도,제주,2022-10-28~2022-10-28,4,7.0,1.0
b006017,남,20,11,11440,11,11680,11,11140,5,5,5,5,5,5,5,5,인천광역시,대구,2022-10-09~2022-10-09,4,2.0,1.0
d002033,남,30,42,42150,44,44825,50,50130,3,1,6,2,1,3,1,1,서울특별시,제주,2022-10-02~2022-10-04,3,9.0,
d003039,여,30,50,50130,44,44810,48,48170,3,2,4,4,2,2,6,3,제주특별자치도,제주,2022-10-09~2022-10-10,3,1.0,6.0
d010097,남,30,50,50130,48,48310,42,42150,2,2,3,4,6,3,4,4,경기도,제주,2022-10-30~2022-11-02,7,3.0,8.0
a001313,여,30,50,50130,42,42210,26,26500,2,2,4,4,2,6,2,6,서울특별시,인천,2022-09-01~2022-09-02,1,2.0,3.0
d005759,남,20,11,11680,50,50130,26,26350,2,1,2,3,1,4,1,7,제주특별자치도,제주,2022-10-28~2022-10-28,2,3.0,1.0
d000795,여,20,50,50110,42,42230,26,26320,2,1,6,2,5,3,6,3,서울특별시,제주,2022-08-27~2022-08-31,1,6.0,2.0
a005007,남,20,44,44130,42,42150,46,46130,4,1,1,4,4,6,2,6,대전광역시,인천,2022-10-06~2022-10-07,3,1.0,2.0
d000530,여,20,26,26350,50,50130,11,11440,6,1,1,1,1,1,4,5,서울특별시,제주,2022-09-02~2022-09-04,2,1.0,10.0
d009116,여,20,42,42150,42,42170,27,27290,1,1,1,1,1,1,7,7,서울특별시,제주,2022-11-02~2022-11-04,6,5.0,1.0
d008056,여,20,50,50110,50,50130,11,11440,3,7,3,4,3,3,3,2,제주특별자치도,제주,2022-10-30~2022-10-30,1,2.0,4.0
a014564,여,40,42,42210,50,50110,26,26350,4,1,2,2,4,3,3,2,서울특별시,경기,2022-10-29~2022-10-30,1,2.0,10.0
a000317,여,50,50,50130,48,48310,42,42150,2,2,2,4,6,4,2,4,서울특별시,제주,2022-10-08~2022-10-12,2,,
d003458,여,30,46,46820,11,11710,46,46130,5,1,2,1,1,1,1,5,제주특별자치도,제주,2022-10-07~2022-10-09,2,1.0,
d007770,여,20,42,42150,50,50110,26,26350,4,2,2,4,6,3,3,7,인천광역시,제주,2022-10-27~2022-10-29,1,2.0,10.0
d001379,여,20,50,50130,46,46110,41,41190,3,1,1,5,6,5,6,5,서울특별시,제주,2022-09-08~2022-09-11,3,2.0,7.0
b001198,남,30,48,48220,47,47130,45,45110,4,6,4,2,3,7,2,6,부산광역시,경남,2022-09-04~2022-09-05,9,3.0,1.0
c006685,남,50,50,50110,26,26350,46,46840,4,1,2,1,3,1,1,7,광주광역시,전남,2022-10-22~2022-10-22,3,9.0,1.0
d001508,여,50,41,41270,28,28710,42,42150,1,5,4,5,3,4,2,3,인천광역시,제주,2022-09-22~2022-09-25,3,2.0,
d011470,여,30,50,50110,50,50130,26,26500,4,3,3,3,3,3,6,4,서울특별시,제주,2022-11-05~2022-11-07,2,1.0,4.0
d001586,남,30,50,50130,26,26710,48,48840,2,1,2,4,4,2,4,5,서울특별시,제주,2022-09-29~2022-10-04,2,3.0,7.0
d002664,남,30,43,43800,41,41280,30,30200,2,7,3,1,2,7,6,1,충청북도,제주,2022-10-15~2022-10-17,1,2.0,3.0
d001391,남,20,27,27230,31,31710,46,46110,7,2,3,7,7,1,7,7,경기도,제주,2022-09-23~2022-09-25,5,1.0,7.0
d003592,남,20,50,50110,26,26500,42,42150,2,1,3,2,1,5,2,6,경기도,제주,2022-10-23~2022-10-25,1,2.0,4.0
d000365,남,30,50,50110,44,44825,50,50130,3,1,3,2,4,3,5,4,충청남도,제주,2022-08-19~2022-08-22,1,3.0,2.0
d000040,남,50,43,43760,42,42750,47,47280,1,1,1,4,1,4,4,4,충청북도,제주,2022-08-15~2022-08-18,1,3.0,2.0
d002375,남,30,50,50110,11,11440,26,26350,4,4,4,2,4,4,6,6,제주특별자치도,도서 지역,2022-10-25~2022-10-27,1,7.0,4.0
d006167,남,50,50,50130,50,50110,42,42110,1,2,3,7,2,4,7,6,제주특별자치도,제주,2022-10-14~2022-10-16,7,2.0,4.0
d001091,여,20,50,50130,42,42150,26,26710,3,1,2,4,4,5,7,7,서울특별시,제주,2022-08-27~2022-08-29,1,3.0,2.0
d001096,여,20,50,50130,11,11560,26,26710,4,1,1,4,7,6,2,7,부산광역시,제주,2022-09-02~2022-09-04,3,1.0,5.0
d012396,여,30,50,50110,50,50130,28,28237,1,7,1,4,1,1,4,7,제주특별자치도,제주,2022-11-13~2022-11-13,4,2.0,1.0
d000871,여,30,50,50130,46,46150,42,42150,4,1,1,5,6,3,1,7,서울특별시,제주,2022-09-02~2022-09-05,1,7.0,3.0
d004833,여,20,42,42150,45,45130,50,50110,2,1,1,3,4,2,5,5,경기도,제주,2022-10-17~2022-10-19,1,7.0,4.0
d007453,여,20,50,50110,50,50130,11,11710,4,3,1,4,6,2,6,4,제주특별자치도,제주,2022-10-30~2022-11-01,7,2.0,1.0
d002019,여,40,50,50110,50,50130,11,11110,2,3,2,4,4,2,3,6,서울특별시,제주,2022-10-01~2022-10-01,3,8.0,6.0
d004945,여,20,50,50110,47,47130,26,26350,1,1,4,1,1,4,4,1,서울특별시,제주,2022-10-17~2022-10-20,2,1.0,7.0
c000684,남,20,50,50130,42,42130,44,44130,1,1,1,1,1,1,7,7,서울특별시,충남,2022-08-28~2022-08-29,1,3.0,4.0
d005089,여,20,42,42210,43,43800,41,41360,2,3,2,4,2,2,5,1,서울특별시,제주,2022-10-09~2022-10-10,2,1.0,6.0
d005587,여,50,46,46130,48,48840,42,42150,3,4,3,3,3,3,5,7,제주특별자치도,제주,2022-10-12~2022-10-12,2,1.0,3.0
c006820,남,40,45,45790,45,45110,29,29200,2,5,2,4,4,5,3,4,전라북도,전남,2022-10-22~2022-10-23,1,2.0,3.0
d000912,여,20,42,42150,11,11110,46,46710,2,2,3,6,6,2,6,2,전라남도,제주,2022-08-31~2022-09-04,1,4.0,2.0
d000992,남,20,26,26500,26,26350,50,50130,2,2,2,6,6,2,6,2,부산광역시,도서 지역,2022-08-20~2022-08-21,3,7.0,2.0
b010136,남,20,27,27260,48,48860,47,47130,2,3,3,3,6,6,1,6,부산광역시,경남,2022-10-21~2022-10-21,3,1.0,7.0
d003111,여,40,50,50110,50,50130,11,11110,1,1,1,1,4,1,7,1,제주특별자치도,제주,2022-10-22~2022-10-23,2,,
d005076,여,20,26,26500,50,50130,50,50110,1,3,1,4,3,2,7,5,서울특별시,제주,2022-10-13~2022-10-17,2,1.0,3.0
a000406,여,40,41,41360,42,42210,26,26710,2,2,2,2,2,4,2,3,서울특별시,인천,2022-08-28~2022-08-29,3,6.0,9.0
d001037,여,30,50,50110,42,42150,26,26200,5,2,3,2,6,5,2,6,서울특별시,도서 지역,2022-08-30~2022-09-02,1,3.0,2.0
d003624,여,30,26,26350,11,11680,41,41110,7,1,1,4,4,3,4,4,제주특별자치도,제주,2022-10-08~2022-10-08,2,1.0,3.0
d001207,여,20,42,42150,42,42210,26,26350,3,3,3,5,3,3,6,5,서울특별시,제주,2022-09-14~2022-09-17,2,1.0,7.0
d003871,여,30,50,50110,11,11710,46,46130,4,5,6,4,5,3,6,5,제주특별자치도,제주,2022-10-15~2022-10-16,2,3.0,1.0
d002807,여,40,50,50130,11,11110,48,48120,3,3,3,3,3,5,5,5,강원도,제주,2022-10-17~2022-10-19,2,4.0,3.0
d000664,여,20,50,50110,45,45800,26,26350,4,1,4,7,4,4,4,7,충청남도,제주,2022-09-02~2022-09-04,2,1.0,7.0
d010108,여,50,50,50110,11,11110,43,43150,2,4,3,6,4,5,2,5,대구광역시,제주,2022-10-31~2022-11-03,2,7.0,1.0
d009145,여,20,26,26110,11,11440,42,42150,5,6,2,5,5,5,3,5,대구광역시,제주,2022-10-28~2022-10-30,5,1.0,7.0
d005117,여,20,28,28185,26,26350,30,30170,5,6,3,4,4,4,4,6,제주특별자치도,제주,2022-10-10~2022-10-10,3,7.0,2.0
d000511,남,20,50,50130,26,26500,42,42210,2,3,2,4,5,3,4,5,부산광역시,제주,2022-08-27~2022-08-30,7,2.0,1.0
d008017,여,20,46,46130,41,41820,46,46710,3,2,3,2,4,4,2,5,전라북도,제주,2022-10-28~2022-10-31,1,2.0,7.0
a003264,여,40,42,42170,11,11680,50,50110,1,1,1,1,1,1,2,1,경기도,경기,2022-10-04~2022-10-04,1,6.0,10.0
d004673,여,20,50,50110,50,50130,11,11680,2,2,1,2,1,1,2,4,제주특별자치도,제주,2022-10-21~2022-10-23,7,1.0,3.0
d007623,남,30,50,50130,50,50110,48,48170,7,1,1,4,7,4,2,1,충청북도,제주,2022-10-28~2022-10-31,1,3.0,2.0
d005310,여,40,42,42150,50,50110,41,41480,2,4,2,4,2,2,5,4,서울특별시,제주,2022-10-18~2022-10-21,2,1.0,7.0
c000311,남,40,42,42210,46,46130,48,48220,5,7,6,7,7,3,6,1,세종특별자치시,전남,2022-08-19~2022-08-21,2,1.0,3.0
d002416,여,20,50,50110,42,42210,41,41820,5,2,2,4,3,6,4,3,서울특별시,제주,2022-10-16~2022-10-19,2,1.0,7.0
d001892,여,30,48,48310,28,28185,44,44150,1,1,5,1,6,7,6,2,대전광역시,제주,2022-10-06~2022-10-09,1,8.0,7.0
d005819,여,30,50,50130,50,50110,26,26350,7,1,3,1,1,7,7,7,대구광역시,제주,2022-10-12~2022-10-13,2,,
d006305,여,20,11,11440,50,50110,50,50130,6,6,6,3,2,3,5,2,제주특별자치도,제주,2022-10-29~2022-10-30,1,2.0,4.0
a012086,남,20,41,41820,26,26350,44,44825,7,2,3,1,4,4,6,4,서울특별시,인천,2022-10-29~2022-10-30,1,2.0,3.0
b007514,남,20,46,46130,48,48840,47,47110,1,3,1,2,4,2,2,6,경상남도,경남,2022-10-09~2022-10-09,1,3.0,6.0
d002179,여,30,50,50110,42,42150,47,47130,4,2,4,2,2,3,6,5,경기도,제주,2022-10-02~2022-10-06,2,,
d009219,여,20,50,50110,50,50130,42,42150,4,2,3,4,4,4,5,3,인천광역시,제주,2022-10-28~2022-10-31,6,1.0,7.0
d000261,남,30,50,50130,48,48310,43,43130,3,2,1,2,4,2,1,2,부산광역시,제주,2022-08-21~2022-08-22,1,2.0,7.0
d002386,여,30,50,50130,44,44800,11,11680,2,4,2,2,2,2,6,2,충청남도,제주,2022-09-30~2022-10-10,1,4.0,3.0
d001592,남,30,50,50130,42,42830,31,31170,4,2,3,2,3,3,4,5,서울특별시,제주,2022-09-27~2022-09-28,2,1.0,3.0
d010299,여,20,50,50130,42,42150,26,26500,2,1,4,4,1,6,3,5,서울특별시,제주,2022-10-30~2022-11-01,2,7.0,1.0
d004222,남,30,50,50110,50,50130,42,42150,6,2,2,2,2,6,2,1,제주특별자치도,제주,2022-10-08~2022-10-10,2,1.0,7.0
d001904,여,20,42,42210,26,26350,50,50130,3,2,6,2,2,6,6,2,서울특별시,제주,2022-10-01~2022-10-04,3,9.0,2.0
d005545,여,20,50,50130,50,50110,11,11710,1,1,1,4,4,2,6,4,제주특별자치도,제주,2022-10-14~2022-10-15,1,3.0,2.0
a002384,여,20,45,45130,44,44825,47,47130,1,2,2,2,3,4,2,7,대전광역시,인천,2022-09-30~2022-10-02,1,3.0,5.0
d007146,남,30,27,27290,50,50130,50,50110,4,4,2,5,5,2,7,2,제주특별자치도,제주,2022-10-22~2022-10-23,7,,
d003437,남,30,42,42830,26,26350,50,50130,4,4,2,4,4,4,4,3,서울특별시,제주,2022-10-05~2022-10-09,3,2.0,1.0
d001112,여,30,50,50130,42,42150,29,29170,3,2,1,7,4,2,6,4,경기도,도서 지역,2022-09-10~2022-09-13,1,7.0,2.0
d005094,남,40,50,50110,11,11110,42,42150,1,2,6,4,2,5,2,7,제주특별자치도,제주,2022-10-16~2022-10-18,2,8.0,1.0
d003826,남,40,50,50110,11,11500,28,28710,4,7,1,4,2,2,2,6,제주특별자치도,제주,2022-10-13~2022-10-13,8,7.0,1.0
d000791,여,20,50,50110,42,42830,41,41820,2,2,2,6,5,2,6,5,광주광역시,제주,2022-08-21~2022-08-25,2,1.0,3.0
a004814,여,30,42,42760,42,42110,50,50130,3,6,1,5,3,1,3,3,경기도,경기,2022-10-09~2022-10-09,4,2.0,7.0
d003094,여,20,41,41110,42,42830,50,50130,7,4,1,7,7,7,6,6,서울특별시,제주,2022-10-24~2022-10-26,1,2.0,7.0
d005969,여,30,26,26350,50,50110,11,11680,3,1,3,2,2,2,3,7,부산광역시,제주,2022-10-29~2022-10-31,2,5.0,1.0
d003100,여,20,50,50130,11,11440,26,26350,5,4,2,4,4,4,3,6,서울특별시,제주,2022-10-03~2022-10-06,2,4.0,7.0
d002495,여,30,42,42150,50,50130,41,41820,4,3,6,1,4,5,2,4,서울특별시,제주,2022-10-14~2022-10-16,9,,
d001428,여,30,50,50130,47,47940,48,48310,2,1,2,4,6,4,3,5,서울특별시,제주,2022-09-14~2022-09-16,1,3.0,2.0
d001816,여,20,50,50130,26,26500,46,46710,6,2,1,1,2,3,3,7,서울특별시,제주,2022-09-29~2022-10-02,2,3.0,1.0
d002426,여,30,11,11710,11,11740,41,41130,5,7,1,6,6,6,1,6,서울특별시,제주,2022-10-30~2022-10-31,2,7.0,1.0
d009160,남,30,50,50130,50,50110,42,42820,4,6,3,3,5,3,2,2,제주특별자치도,제주,2022-10-29~2022-10-29,1,7.0,8.0
a001537,여,30,50,50130,48,48840,26,26350,3,4,3,2,4,3,5,2,서울특별시,경기,2022-08-26~2022-08-28,3,10.0,
d002273,여,60,42,42210,43,43130,50,50110,1,1,1,4,6,5,6,6,경기도,제주,2022-10-01~2022-10-03,2,1.0,3.0
d011359,여,20,30,30200,11,11215,41,41360,4,2,2,3,5,3,3,6,경기도,제주,2022-11-02~2022-11-07,3,1.0,9.0
d006756,여,30,42,42210,42,42170,50,50110,4,3,4,3,5,3,6,4,서울특별시,제주,2022-10-19~2022-10-22,2,1.0,10.0
d004268,여,30,50,50130,50,50110,48,48250,1,1,1,7,4,4,4,4,제주특별자치도,제주,2022-10-29~2022-10-30,2,4.0,1.0
d001016,남,40,50,50110,42,42210,41,41360,1,1,4,5,4,6,6,2,서울특별시,제주,2022-08-23~2022-08-26,2,3.0,1.0
c002289,여,30,44,44180,26,26500,46,46130,4,5,4,3,4,5,2,4,대전광역시,전남,2022-09-13~2022-09-14,3,2.0,7.0
d009283,여,30,50,50130,46,46110,42,42210,2,4,2,4,4,4,2,4,제주특별자치도,제주,2022-10-31~2022-11-02,2,8.0,7.0
b000746,남,30,50,50110,48,48840,41,41460,1,1,1,4,1,3,1,2,경기도,경남,2022-08-27~2022-08-28,2,1.0,3.0
d003802,남,30,50,50130,48,48120,26,26320,1,1,1,4,1,1,2,7,제주특별자치도,제주,2022-10-20~2022-10-22,4,7.0,2.0
d001862,남,30,50,50110,42,42150,26,26350,1,1,1,1,4,4,7,4,전라북도,제주,2022-10-17~2022-10-21,3,9.0,4.0
d009120,여,30,50,50110,50,50130,48,48170,1,1,1,7,1,1,7,7,서울특별시,제주,2022-10-27~2022-10-31,2,4.0,1.0
d010685,남,20,50,50130,42,42150,42,42830,2,2,2,4,5,2,5,6,서울특별시,제주,2022-11-02~2022-11-05,3,2.0,1.0
d010230,남,20,50,50110,50,50130,11,11140,4,2,3,4,4,2,6,6,부산광역시,제주,2022-11-04~2022-11-06,7,2.0,1.0
d005315,여,50,50,50130,42,42210,46,46150,1,1,1,1,6,1,7,6,제주특별자치도,제주,2022-10-17~2022-10-20,2,4.0,3.0
d002513,여,20,26,26350,50,50130,11,11710,7,2,5,2,3,7,3,2,제주특별자치도,제주,2022-10-12~2022-10-14,2,7.0,4.0
d001226,여,20,50,50130,47,47110,47,47130,5,3,2,3,2,2,7,6,대구광역시,제주,2022-09-11~2022-09-13,1,3.0,2.0
d004878,남,30,42,42210,46,46130,45,45750,2,2,2,4,2,5,1,5,제주특별자치도,제주,2022-10-14~2022-10-16,1,2.0,3.0
d001545,남,30,50,50130,50,50110,11,11680,2,2,1,4,2,2,2,4,세종특별자치시,제주,2022-09-23~2022-09-26,7,1.0,2.0
d007846,여,30,50,50110,42,42820,42,42210,1,1,1,3,3,1,1,4,서울특별시,제주,2022-10-27~2022-10-31,1,4.0,2.0
d004285,여,40,50,50130,50,50110,42,42210,1,1,1,1,1,1,7,7,서울특별시,제주,2022-10-07~2022-10-09,1,8.0,4.0
d006767,여,30,11,11680,26,26350,50,50130,7,1,4,2,2,3,5,5,제주특별자치도,제주,2022-10-28~2022-10-28,7,3.0,1.0
d006312,여,30,50,50110,26,26350,42,42210,4,3,3,3,6,5,4,5,서울특별시,제주,2022-10-18~2022-10-31,1,8.0,3.0
d004159,남,40,42,42750,43,43800,50,50110,2,4,3,3,5,4,6,4,충청북도,제주,2022-10-07~2022-10-10,9,3.0,2.0
c001722,여,30,50,50110,47,47110,47,47130,1,2,1,4,1,1,1,7,대구광역시,전남,2022-08-27~2022-08-28,2,7.0,3.0
d004523,남,40,50,50110,50,50130,31,31200,2,5,3,3,3,3,4,4,제주특별자치도,제주,2022-10-09~2022-10-09,2,7.0,1.0
d000483,여,20,50,50130,42,42150,42,42210,5,1,1,5,2,1,1,7,서울특별시,제주,2022-08-23~2022-08-25,5,3.0,1.0
d006648,여,20,50,50130,26,26350,46,46150,5,1,2,2,4,5,5,5,제주특별자치도,제주,2022-10-27~2022-10-29,5,3.0,2.0
d003427,남,40,50,50130,26,26350,42,42830,2,1,2,2,1,2,6,6,제주특별자치도,제주,2022-10-05~2022-10-06,2,6.0,4.0
d001493,남,30,42,42150,50,50130,47,47130,2,1,1,6,4,2,1,7,경기도,제주,2022-09-21~2022-09-24,3,4.0,5.0
d010592,여,20,50,50110,26,26350,42,42150,2,4,2,3,4,5,6,6,서울특별시,제주,2022-11-02~2022-11-05,2,1.0,5.0
c002415,남,60,26,26350,47,47940,45,45130,1,1,1,1,2,6,2,5,서울특별시,전남,2022-09-26~2022-09-27,2,9.0,3.0
d000014,남,40,50,50110,42,42760,30,30230,6,3,5,2,3,5,2,3,경기도,제주,2022-08-15~2022-08-19,3,1.0,2.0
d001570,여,20,50,50130,50,50110,29,29200,2,2,2,2,2,2,2,2,경기도,제주,2022-09-22~2022-09-24,2,1.0,8.0
d001275,여,20,41,41590,28,28245,50,50110,5,3,1,4,6,6,2,6,경기도,제주,2022-09-27~2022-09-29,2,1.0,5.0
d009045,여,30,41,41360,50,50110,45,45130,2,2,6,7,7,4,1,5,서울특별시,제주,2022-11-03~2022-11-05,9,2.0,1.0
d007778,여,30,50,50130,50,50110,41,41390,1,1,1,1,1,1,7,7,제주특별자치도,제주,2022-10-27~2022-10-28,2,1.0,3.0
d009683,여,40,43,43150,42,42230,50,50130,1,4,1,6,4,1,7,5,경기도,제주,2022-11-04~2022-11-06,9,3.0,7.0
d005350,여,40,50,50130,50,50110,11,11110,3,6,2,2,6,2,6,6,제주특별자치도,제주,2022-10-18~2022-10-19,2,1.0,6.0
b008080,남,20,11,11590,45,45110,47,47130,5,2,3,2,3,5,2,3,부산광역시,경남,2022-10-22~2022-10-23,3,2.0,1.0
d001060,여,20,50,50110,26,26350,42,42210,2,2,4,3,3,4,4,7,서울특별시,제주,2022-08-31~2022-09-03,2,9.0,6.0
d003722,남,50,50,50130,50,50110,42,42210,7,3,6,4,5,6,4,5,서울특별시,제주,2022-10-23~2022-10-25,6,4.0,1.0
d002857,남,40,50,50110,11,11110,29,29170,4,1,1,5,4,5,6,5,서울특별시,제주,2022-10-07~2022-10-10,8,7.0,1.0
d003474,남,20,42,42230,50,50130,45,45800,2,2,2,5,4,2,3,4,전라북도,제주,2022-10-18~2022-10-22,1,3.0,2.0
a003745,남,30,41,41820,41,41830,28,28710,4,2,2,2,1,2,7,7,서울특별시,인천,2022-10-16~2022-10-17,2,1.0,3.0
d003054,여,20,50,50130,11,11680,26,26350,4,1,6,1,4,6,6,2,제주특별자치도,제주,2022-10-16~2022-10-17,3,2.0,5.0
b000962,남,30,50,50130,42,42150,31,31710,1,2,1,4,6,3,6,4,경기도,경북,2022-08-25~2022-08-29,2,4.0,1.0
d009342,여,30,50,50130,26,26350,47,47130,1,1,4,7,2,3,3,7,서울특별시,제주,2022-11-01~2022-11-05,2,1.0,4.0
d000402,여,40,48,48890,26,26440,26,26170,2,6,4,3,1,5,5,2,경상남도,제주,2022-08-19~2022-08-23,1,3.0,2.0
d002134,여,20,50,50130,47,47130,42,42150,5,4,5,3,5,5,5,4,경상북도,제주,2022-10-13~2022-10-15,9,3.0,
d001793,여,20,50,50110,26,26350,47,47110,3,3,2,2,2,3,5,5,대구광역시,제주,2022-10-18~2022-10-20,1,2.0,4.0
c004645,남,30,42,42210,47,47130,47,47110,2,2,2,6,5,2,1,5,대구광역시,충남,2022-10-02~2022-10-02,6,1.0,7.0
d001903,남,30,50,50130,31,31140,41,41820,3,1,2,4,4,4,3,6,서울특별시,제주,2022-10-11~2022-10-14,1,3.0,7.0
d002643,남,30,50,50110,11,11680,42,42150,1,4,3,5,6,5,6,6,전라북도,제주,2022-10-14~2022-10-18,1,8.0,5.0
d004455,여,20,50,50110,26,26500,11,11110,4,5,3,4,3,4,6,6,제주특별자치도,제주,2022-10-22~2022-10-22,1,7.0,2.0
a010180,여,50,50,50110,42,42230,46,46910,6,4,7,5,7,6,7,4,광주광역시,인천,2022-10-29~2022-10-30,1,2.0,8.0
d007662,여,40,50,50110,50,50130,47,47130,7,5,7,5,4,7,5,1,경기도,제주,2022-10-26~2022-10-29,1,2.0,5.0
c001508,여,20,42,42150,43,43150,50,50130,4,1,2,2,4,5,3,2,경기도,전남,2022-08-29~2022-08-31,10,2.0,7.0
a004350,남,20,42,42210,41,41830,11,11500,2,6,2,5,3,5,1,6,경기도,인천,2022-10-08~2022-10-08,1,7.0,3.0
d002817,남,30,50,50130,50,50110,11,11440,1,1,4,4,4,2,1,4,경상남도,제주,2022-10-25~2022-10-27,2,7.0,4.0
d000288,여,20,50,50110,50,50130,42,42150,2,2,3,2,5,4,5,5,인천광역시,제주,2022-08-19~2022-08-22,7,1.0,2.0
d003925,여,40,42,42210,26,26350,48,48220,1,1,1,1,1,6,7,7,충청북도,제주,2022-10-08~2022-10-10,1,2.0,3.0
d004834,여,20,50,50110,42,42150,28,28710,1,1,1,1,4,4,5,7,경기도,제주,2022-10-14~2022-10-16,1,2.0,7.0
d002558,여,20,26,26500,11,11170,42,42210,2,1,2,2,4,4,5,7,경상북도,제주,2022-10-01~2022-10-04,2,1.0,3.0
d001585,여,20,48,48310,50,50130,11,11110,4,6,1,2,6,7,7,7,경기도,제주,2022-09-28~2022-10-04,7,2.0,4.0
d000909,여,20,50,50130,11,11680,26,26350,4,2,3,4,4,5,4,5,대전광역시,제주,2022-08-23~2022-08-26,1,3.0,2.0
d003098,여,20,50,50110,50,50130,47,47130,1,1,7,5,1,4,7,1,부산광역시,제주,2022-10-17~2022-10-21,2,1.0,3.0
a001993,남,40,42,42210,28,28710,42,42780,3,1,3,2,4,4,1,7,경기도,인천,2022-09-24~2022-09-25,3,1.0,2.0
d001263,여,30,50,50110,26,26350,28,28710,2,1,6,1,4,4,5,6,인천광역시,제주,2022-09-24~2022-09-27,3,2.0,1.0
d003156,남,30,11,11710,31,31170,50,50110,4,4,1,3,6,4,6,6,경상북도,제주,2022-10-03~2022-10-05,1,7.0,2.0
d012384,여,30,50,50130,50,50110,41,41110,2,4,2,4,5,5,6,2,제주특별자치도,제주,2022-11-13~2022-11-13,8,1.0,10.0
d011813,여,20,50,50110,42,42150,50,50130,1,2,2,5,4,5,7,2,경기도,제주,2022-11-04~2022-11-07,7,2.0,1.0
d007396,남,30,11,11710,41,41650,11,11350,5,2,1,2,4,2,6,6,경기도,제주,2022-10-22~2022-10-24,5,1.0,2.0
d012371,남,40,50,50130,50,50110,26,26350,1,4,2,6,5,5,2,6,제주특별자치도,제주,2022-11-09~2022-11-09,2,1.0,7.0
d009883,남,30,48,48840,26,26440,41,41360,3,2,2,3,2,4,6,5,경기도,제주,2022-10-29~2022-10-31,4,2.0,6.0
d009146,여,20,11,11710,11,11440,26,26230,5,3,2,3,4,5,7,1,대구광역시,제주,2022-10-29~2022-10-31,3,2.0,1.0
d012326,남,30,50,50130,50,50110,11,11110,1,4,2,4,6,2,6,2,제주특별자치도,제주,2022-11-13~2022-11-13,3,1.0,5.0
d010870,여,20,27,27200,30,30230,11,11680,4,1,1,4,4,5,7,7,부산광역시,제주,2022-11-01~2022-11-03,5,2.0,4.0
a004897,여,30,41,41820,42,42750,41,41220,2,1,6,4,4,4,6,2,경기도,경기,2022-10-22~2022-10-22,5,1.0,3.0
c003114,여,20,50,50110,42,42210,47,47130,3,2,6,3,6,2,2,6,경기도,충남,2022-09-30~2022-10-01,7,1.0,2.0
c002634,남,30,42,42150,44,44825,11,11710,4,1,3,2,4,5,3,5,경기도,충남,2022-09-23~2022-09-24,1,2.0,3.0
d010442,여,20,27,27110,26,26500,47,47110,4,2,1,2,4,2,7,7,대구광역시,제주,2022-11-01~2022-11-07,2,5.0,1.0
c002943,여,20,50,50110,26,26350,46,46130,5,6,4,2,5,6,2,6,전라남도,전남,2022-09-22~2022-09-22,3,2.0,1.0
d000161,남,20,42,42210,50,50130,26,26350,2,2,4,2,5,4,5,5,서울특별시,제주,2022-08-28~2022-08-31,9,3.0,2.0
d002080,여,30,42,42110,50,50110,42,42150,4,2,4,4,5,4,6,5,서울특별시,제주,2022-09-30~2022-10-04,1,2.0,7.0
b003085,여,20,48,48310,48,48860,47,47110,1,4,4,3,4,3,6,6,서울특별시,경남,2022-08-29~2022-08-30,2,3.0,1.0
d000258,남,30,50,50130,50,50110,42,42150,4,1,2,2,5,6,3,2,서울특별시,제주,2022-08-19~2022-08-21,2,6.0,1.0
d000326,여,20,42,42210,50,50130,26,26350,6,2,3,2,4,5,2,5,경기도,제주,2022-08-20~2022-08-25,2,1.0,4.0
d001841,여,20,50,50130,50,50110,42,42210,2,2,4,2,4,4,4,5,서울특별시,제주,2022-09-29~2022-10-02,3,1.0,
d001282,남,30,50,50110,26,26350,47,47170,1,1,3,4,6,5,3,6,서울특별시,제주,2022-09-18~2022-09-20,5,1.0,4.0
b005863,남,20,48,48220,47,47170,11,11140,2,2,5,3,4,1,5,2,경기도,경남,2022-10-08~2022-10-09,2,1.0,10.0
d000640,남,30,42,42150,50,50130,42,42760,2,4,2,2,3,3,5,7,서울특별시,제주,2022-08-30~2022-09-01,7,2.0,1.0
d002961,여,40,50,50130,50,50110,26,26350,3,1,3,2,4,4,4,6,제주특별자치도,제주,2022-10-09~2022-10-10,7,8.0,3.0
d001812,남,20,50,50110,42,42110,11,11440,3,1,3,7,1,1,6,2,충청북도,제주,2022-09-27~2022-09-29,4,6.0,2.0
