TRAVEL_ID,TRAVEL_NM,TRAVELER_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_PERSONA,TRAVEL_MISSION,TRAVEL_MISSION_CHECK
e_e000622,E03,e000622,21;22;24;26;27,2023-05-22,2023-05-23,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,21;22;24;26;27,21;22;27
e_e000623,E03,e000623,11;2;5;8,2023-05-19,2023-05-22,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,11;2;5;8,8;10;11
e_e000625,E03,e000625,1;22;26,2023-05-21,2023-05-22,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;22;26,22;3;1
e_e000627,E02,e000627,1;12;21;23;9,2023-05-19,2023-05-21,대중교통 등,인천 방문/거주지 구분 없음/40세 이상/특별미션,1;12;21;23;9,23;21;6
e_e000628,E03,e000628,1;2;23;5;9,2023-05-26,2023-05-29,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,1;2;23;5;9,22;23;24
e_e000637,E03,e000637,2,2023-05-19,2023-05-20,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2,2;1;22
e_e000639,E03,e000639,21;27;28,2023-06-05,2023-06-06,대중교통 등,경기 방문/거주지 구분 없음/40세 이상/특별미션,21;27;28,21;28;27
e_e000640,E03,e000640,5,2023-05-26,2023-05-27,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/3대 동반 여행/일반미션,5,5;13;9
e_e000641,E03,e000641,11;2;22,2023-05-20,2023-05-21,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,11;2;22,2;9;11
e_e000644,E03,e000644,1;5;8,2023-05-20,2023-05-22,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,1;5;8,8;11;9
e_e000645,E03,e000645,22,2023-05-20,2023-05-21,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,22,22;8;24
e_e000646,E03,e000646,1;27;24;22;2,2023-05-27,2023-05-28,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;27;24;22;2,2;1;24
e_e000647,E03,e000647,1;11;4;5;7,2023-05-20,2023-05-23,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;11;4;5;7,11;5;1
e_e000648,E03,e000648,8;21,2023-05-29,2023-05-30,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,8;21,21;8;26
e_e000650,E01,e000650,1;21;22;3;6,2023-06-02,2023-06-05,대중교통 등,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,1;21;22;3;6,6;27;1
e_e000651,E03,e000651,21;24;26;27;8,2023-05-21,2023-05-23,자가용,경기 방문/거주지 구분 없음/40세 이상/특별미션,21;24;26;27;8,8;21;24
e_e000655,E03,e000655,2;21;22;24;27,2023-05-20,2023-05-23,대중교통 등,경기 방문/거주지 구분 없음/40세 이상/특별미션,2;21;22;24;27,2;21;22
e_e000662,E01,e000662,1;4;6,2023-05-20,2023-05-21,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;4;6,21;4;24
e_e000664,E03,e000664,11;2;21;22;4,2023-06-05,2023-06-06,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,11;2;21;22;4,2;1;24
e_e000666,E03,e000666,21;5;4;1;24;25;26,2023-05-26,2023-05-30,대중교통 등,서울 외 수도권 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,21;5;4;1;24;25;26,25;24;21
e_e000669,E03,e000669,11;6;8,2023-05-26,2023-05-29,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,11;6;8,8;6;11
e_e000672,E03,e000672,24;28,2023-05-21,2023-05-22,대중교통 등,경기 방문/거주지 구분 없음/40세 이상/특별미션,24;28,28;24;5
e_e000673,E02,e000673,1;2;21;4;7,2023-05-27,2023-05-29,대중교통 등,인천 방문/거주지 구분 없음/39세 이하/특별미션,1;2;21;4;7,1;2;6
e_e000680,E01,e000680,1;23;27;4;6,2023-06-03,2023-06-07,대중교통 등,서울 방문/거주지 구분 없음/40세 이상/특별미션,1;23;27;4;6,1;6;23
e_e000682,E03,e000682,1;2;3;5;6,2023-05-23,2023-05-25,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,1;2;3;5;6,3;22;2
e_e000686,E03,e000686,2,2023-06-05,2023-06-06,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2,21;24;22
e_e000689,E01,e000689,1;4;6;5;22,2023-05-26,2023-05-30,대중교통 등,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,1;4;6;5;22,6;22;5
e_e000691,E01,e000691,26;6,2023-05-21,2023-05-22,자가용,서울 방문/수도권 거주/39세 이하/부부/일반미션,26;6,22;26;6
e_e000693,E02,e000693,12;2;21;22;4,2023-05-20,2023-05-21,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,12;2;21;22;4,9;25;24
e_e000695,E01,e000695,6;22;4;24,2023-05-28,2023-05-30,자가용,서울 방문/수도권 거주/39세 이하/커플/일반미션,6;22;4;24,6;22;4
e_e000696,E01,e000696,11;9,2023-05-19,2023-05-22,자가용,서울 방문/수도권 외 거주/40세 이상/자녀동반/일반미션,11;9,2;9;11
e_e000699,E01,e000699,1;2;21;4;5,2023-06-02,2023-06-05,대중교통 등,서울 방문/수도권 외 거주/39세 이하/커플/일반미션,1;2;21;4;5,25;27;4
e_e000700,E01,e000700,1;2;3;4;5,2023-06-02,2023-06-05,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;2;3;4;5,1;21;2
e_e000704,E03,e000704,6;26;24,2023-06-10,2023-06-11,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,6;26;24,6;26;22
e_e000705,E03,e000705,1;5;6;7;9,2023-05-19,2023-05-22,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;5;6;7;9,24;9;1
e_e000706,E03,e000706,2,2023-05-19,2023-05-20,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,2,2;21;22
e_e000707,E03,e000707,2;21;8,2023-06-03,2023-06-06,자가용,경기 방문/거주지 구분 없음/40세 이상/특별미션,2;21;8,8;6;21
e_e000709,E03,e000709,11;2;21;22,2023-05-21,2023-05-22,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/3인 이상 친구/일반미션,11;2;21;22,2;22;21
e_e000710,E03,e000710,22;24;8,2023-05-20,2023-05-22,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,22;24;8,8;22;24
e_e000715,E03,e000715,24;8;2;1;6;5;4;3;7;9;10;11;12;13;21;22;23;25;26;27;28,2023-05-20,2023-05-22,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,24;8;2;1;6;5;4;3;7;9;10;11;12;13;21;22;23;25;26;27;28,2;3;23
e_e000717,E03,e000717,2;22,2023-05-20,2023-05-21,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/부모 동반/일반미션,2;22,2;22;9
e_e000718,E03,e000718,22;24;3;4;6,2023-05-26,2023-05-28,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,22;24;3;4;6,4;6;22
e_e000733,E03,e000733,24;25;26;27;28,2023-05-20,2023-05-22,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,24;25;26;27;28,28;11;22
e_e000734,E03,e000734,1;10;13;28;3,2023-05-20,2023-05-24,자가용,경기 방문/거주지 구분 없음/40세 이상/특별미션,1;10;13;28;3,1;3;13
e_e000737,E02,e000737,1;28;5,2023-05-20,2023-05-22,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;28;5,28;21;2
e_e000738,E02,e000738,1;21;22;3,2023-05-20,2023-05-23,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;21;22;3,1;3;4
e_e000743,E01,e000743,1;4;7,2023-05-23,2023-05-24,자가용,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;4;7,4;22;1
e_e000745,E03,e000745,24;21;2;11,2023-05-27,2023-05-28,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,24;21;2;11,6;11;1
e_e000746,E03,e000746,2;5;6,2023-05-20,2023-05-21,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;5;6,2;5;6
e_e000747,E03,e000747,24;4;6;8;9,2023-05-20,2023-05-22,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,24;4;6;8;9,8;11;21
e_e000748,E01,e000748,1;22;26,2023-05-20,2023-05-21,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;22;26,11;26;22
e_e000751,E01,e000751,3;6;5;2,2023-05-28,2023-05-31,자가용,서울 방문/수도권 외 거주/39세 이하/자녀동반/일반미션,3;6;5;2,2;21;22
e_e000752,E03,e000752,1;21;22;3;4,2023-05-27,2023-05-30,자가용,서울 외 수도권 방문/수도권 외 거주/40세 이상/나홀로 여행/일반미션,1;21;22;3;4,4;21;6
e_e000760,E03,e000760,5;1;22,2023-05-20,2023-05-21,자가용,서울 외 수도권 방문/수도권 외 거주/39세 이하/자녀동반/일반미션,5;1;22,5;1;22
e_e000761,E03,e000761,2;21;5,2023-06-03,2023-06-04,자가용,경기 방문/거주지 구분 없음/40세 이상/특별미션,2;21;5,1;6;21
e_e000762,E02,e000762,21;22;28;5;7,2023-05-26,2023-05-29,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,21;22;28;5;7,1;7;22
e_e000765,E03,e000765,1;2;3;9;11;5;6;4;12;21;23;22;24;25;27;28;26,2023-05-21,2023-05-23,자가용,서울 외 수도권 방문/수도권 외 거주/39세 이하/자녀동반/일반미션,1;2;3;9;11;5;6;4;12;21;23;22;24;25;27;28;26,3;11;27
e_e000767,E03,e000767,1;22;24;27;28,2023-05-27,2023-05-29,대중교통 등,경기 방문/거주지 구분 없음/40세 이상/특별미션,1;22;24;27;28,1;22;28
e_e000768,E01,e000768,21;22,2023-06-06,2023-06-07,자가용,서울 방문/거주지 구분 없음/40세 이상/특별미션,21;22,26;22;21
e_e000771,E03,e000771,10;22;24,2023-06-02,2023-06-04,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,10;22;24,21;22;23
e_e000774,E03,e000774,22;9,2023-05-28,2023-05-30,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,22;9,9;22;21
e_e000782,E01,e000782,22,2023-05-27,2023-05-28,대중교통 등,서울 방문/거주지 구분 없음/40세 이상/특별미션,22,1;6;26
e_e000785,E03,e000785,10;2;21,2023-05-20,2023-05-22,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부모 동반/일반미션,10;2;21,2;10;21
e_e000787,E02,e000787,22;24;26;4,2023-05-21,2023-05-22,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,22;24;26;4,22;4;24
e_e000789,E03,e000789,1,2023-05-20,2023-05-22,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,1,1;21;23
e_e000791,E03,e000791,2;22;3;6,2023-05-20,2023-05-22,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;22;3;6,3;4;1
e_e000793,E01,e000793,1;21;4;9,2023-05-20,2023-05-21,대중교통 등,서울 방문/수도권 거주/40세 이상/자녀동반/일반미션,1;21;4;9,21;4;1
e_e000794,E01,e000794,1;2;3;4;6,2023-05-25,2023-05-27,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;2;3;4;6,4;6;3
e_e000801,E03,e000801,1;10;2;4;5,2023-05-29,2023-05-30,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;10;2;4;5,1;2;6
e_e000802,E02,e000802,1;2;4,2023-05-29,2023-05-30,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,1;2;4,1;4;2
e_e000803,E03,e000803,6;2,2023-05-21,2023-05-22,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,6;2,11;6;2
e_e000804,E01,e000804,5;6;1;22;24;26,2023-05-25,2023-05-29,자가용,서울 방문/수도권 외 거주/39세 이하/부부/일반미션,5;6;1;22;24;26,5;6;26
e_e000805,E03,e000805,11;22;6,2023-05-20,2023-05-22,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,11;22;6,11;2;22
e_e000807,E01,e000807,22;6,2023-05-20,2023-05-22,대중교통 등,서울 방문/수도권 외 거주/39세 이하/3인 이상 친구/일반미션,22;6,9;1;22
e_e000810,E01,e000810,1;22;26;27;4,2023-05-20,2023-05-22,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;22;26;27;4,6;22;1
e_e000811,E03,e000811,1;2;21;4;9,2023-05-20,2023-05-22,자가용,경기 방문/거주지 구분 없음/40세 이상/특별미션,1;2;21;4;9,21;9;2
e_e000812,E03,e000812,11;2;22;26;6,2023-05-20,2023-05-22,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,11;2;22;26;6,2;11;26
e_e000817,E03,e000817,8;27,2023-05-27,2023-05-29,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,8;27,27;22;8
e_e000818,E03,e000818,25;21;24;26;22,2023-05-31,2023-06-02,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,25;21;24;26;22,25;22;24
e_e000826,E03,e000826,3;5;8;22;26;21;27;6,2023-05-26,2023-05-30,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/3인 이상 친구/일반미션,3;5;8;22;26;21;27;6,8;26;22
e_e000828,E03,e000828,1;3;4;6;9,2023-05-27,2023-05-30,자가용,경기 방문/거주지 구분 없음/40세 이상/특별미션,1;3;4;6;9,6;4;9
e_e000830,E03,e000830,2;5;22;1,2023-06-03,2023-06-04,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2;5;22;1,2;6;22
e_e000831,E03,e000831,1;11;4;5;6,2023-05-28,2023-05-29,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,1;11;4;5;6,11;9;3
e_e000838,E03,e000838,1;2;3;5;7,2023-05-27,2023-05-28,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;2;3;5;7,24;26;1
e_e000840,E03,e000840,1;2;27;5;8,2023-05-27,2023-05-29,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,1;2;27;5;8,1;2;22
e_e000841,E03,e000841,3;6;12;22;23;26,2023-05-21,2023-05-23,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/부모 동반/일반미션,3;6;12;22;23;26,3;26;23
e_e000844,E01,e000844,1;2;22;23;26,2023-05-27,2023-05-29,대중교통 등,서울 방문/수도권 외 거주/39세 이하/자녀동반/일반미션,1;2;22;23;26,23;2;22
e_e000849,E03,e000849,1;2;22,2023-05-21,2023-05-22,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;2;22,1;22;6
e_e000850,E03,e000850,3;11;22;6;21;26;4,2023-06-03,2023-06-04,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,3;11;22;6;21;26;4,3;22;21
e_e000852,E03,e000852,22,2023-05-20,2023-05-21,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,22,22;1;26
e_e000854,E02,e000854,1;23;27;28;4,2023-05-27,2023-05-28,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,1;23;27;28;4,1;3;9
e_e000856,E01,e000856,1;3;6;11;21;24;27;26;12,2023-05-24,2023-05-28,대중교통 등,서울 방문/수도권 외 거주/39세 이하/부부/일반미션,1;3;6;11;21;24;27;26;12,3;24;21
e_e000859,E01,e000859,1;22;3;4;6,2023-06-01,2023-06-04,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;22;3;4;6,6;4;1
e_e000861,E01,e000861,5;4;23;3;6,2023-06-03,2023-06-07,대중교통 등,서울 방문/수도권 외 거주/39세 이하/커플/일반미션,5;4;23;3;6,4;6;5
e_e000863,E03,e000863,1;4;23,2023-05-27,2023-05-30,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,1;4;23,1;4;23
e_e000865,E02,e000865,21;23;24;26;27,2023-05-25,2023-05-27,대중교통 등,인천 방문/거주지 구분 없음/39세 이하/특별미션,21;23;24;26;27,23;21;22
e_e000872,E03,e000872,11;27;28;8,2023-06-03,2023-06-05,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/3인 이상 친구/일반미션,11;27;28;8,11;27;28
e_e000875,E01,e000875,6,2023-06-10,2023-06-11,대중교통 등,서울 방문/수도권 외 거주/40세 이상/나홀로 여행/일반미션,6,6;1;4
e_e000877,E03,e000877,2;21;24;5;8,2023-05-26,2023-05-29,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,2;21;24;5;8,2;8;24
e_e000882,E01,e000882,21;22;26;7,2023-05-23,2023-05-24,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,21;22;26;7,22;26;21
e_e000883,E01,e000883,1;21;9,2023-06-01,2023-06-03,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;21;9,1;21;24
e_e000886,E03,e000886,2;22;26;27,2023-06-06,2023-06-07,자가용,경기 방문/거주지 구분 없음/40세 이상/특별미션,2;22;26;27,1;2;22
e_e000889,E03,e000889,3;7,2023-06-03,2023-06-04,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,3;7,7;3;22
e_e000902,E02,e000902,22;23;26;4;5,2023-05-24,2023-05-27,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,22;23;26;4;5,22;23;26
e_e000906,E02,e000906,21;22;4;5;8,2023-06-05,2023-06-07,자가용,인천 방문/거주지 구분 없음/39세 이하/특별미션,21;22;4;5;8,1;8;22
e_e000907,E03,e000907,1;21;22;24;26,2023-05-26,2023-05-30,대중교통 등,서울 외 수도권 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,1;21;22;24;26,11;22;21
e_e000910,E03,e000910,21;23;28,2023-05-26,2023-05-28,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,21;23;28,21;24;27
e_e000914,E01,e000914,1;9,2023-06-03,2023-06-04,대중교통 등,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,1;9,1;9;4
e_e000917,E01,e000917,22;23;4;5;6,2023-05-28,2023-05-30,자가용,서울 방문/수도권 외 거주/39세 이하/자녀동반/일반미션,22;23;4;5;6,4;6;22
e_e000919,E03,e000919,27;5,2023-05-24,2023-05-26,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,27;5,24;22;21
e_e000930,E01,e000930,23;3;4,2023-05-25,2023-05-27,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,23;3;4,4;23;26
e_e000932,E03,e000932,12;21;22;26,2023-06-03,2023-06-04,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,12;21;22;26,22;26;2
e_e000935,E03,e000935,11;27;3;6,2023-05-27,2023-05-30,자가용,서울 외 수도권 방문/수도권 외 거주/40세 이상/3대 동반 여행/일반미션,11;27;3;6,11;27;6
e_e000936,E02,e000936,1;11;22;5;9,2023-06-01,2023-06-03,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,1;11;22;5;9,23;2;7
e_e000938,E03,e000938,2;1;22;9;11;5,2023-05-28,2023-05-29,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,2;1;22;9;11;5,2;5;11
e_e000942,E03,e000942,22;7;8,2023-06-03,2023-06-05,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,22;7;8,9;8;22
e_e000946,E01,e000946,1;2;3;4;5,2023-05-26,2023-05-30,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;2;3;4;5,4;3;23
e_e000947,E03,e000947,2,2023-06-07,2023-06-09,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,2,2;10;12
e_e000949,E01,e000949,1;11;2;22;6,2023-05-29,2023-05-30,자가용,서울 방문/수도권 거주/39세 이하/자녀동반/일반미션,1;11;2;22;6,1;6;4
e_e000950,E03,e000950,8,2023-06-03,2023-06-05,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/3대 동반 여행/일반미션,8,8;21;11
e_e000951,E01,e000951,12;28;3;6,2023-06-08,2023-06-11,대중교통 등,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,12;28;3;6,3;28;6
